FNSKU,Date,units_sold,inventory_level
X003XRIQBX,2024-08-02,,7.0
X003XY1BM7,2024-08-02,,0.0
X0040LPZ9H,2024-08-02,,128.0
X0040WNCKF,2024-08-02,1.0,38.0
X0040WND2H,2024-08-02,,1.0
X0042MFK53,2024-08-02,,1.0
X0045U1JVB,2024-08-02,,34.0
X0045ULFUL,2024-08-02,,1.0
X0045X3SYT,2024-08-02,,34.0
X0045XB64D,2024-08-02,,12.0
X0045XBHE7,2024-08-02,,12.0
X0045XBIEB,2024-08-02,,6.0
X0045XDPPB,2024-08-02,,12.0
X0045XGKV7,2024-08-02,,6.0
X00460KGG9,2024-08-02,,47.0
X00460MW07,2024-08-02,,42.0
X00460OWXR,2024-08-02,,206.0
X004615GHH,2024-08-02,,5.0
X00461O8C1,2024-08-02,,59.0
X00461VCOD,2024-08-02,,25.0
X004621TRH,2024-08-02,,14.0
X0046SHRIL,2024-08-02,1.0,36.0
X00475UE0V,2024-08-02,,30.0
X00475VXDD,2024-08-02,,20.0
X00476H59X,2024-08-02,,7.0
X00476L5L7,2024-08-02,,6.0
X00476N4RF,2024-08-02,,6.0
X002QDWKDZ,2024-08-03,3.0,494.0
X002QDY6S7,2024-08-03,,318.0
X002R36WHJ,2024-08-03,,182.0
X002RFFNXB,2024-08-03,,16.0
X002RRW3HD,2024-08-03,4.0,686.0
X002XRLKTJ,2024-08-03,4.0,1.0
X002XS22DV,2024-08-03,2.0,125.0
X002XS22HR,2024-08-03,2.0,220.0
X00308MQNJ,2024-08-03,,119.0
X0032IPGMZ,2024-08-03,,1.0
X0032V66AD,2024-08-03,1.0,7.0
X0032ZVYG5,2024-08-03,,14.0
X003349Z7F,2024-08-03,,25.0
X00334B0T1,2024-08-03,1.0,34.0
X0033GGGYN,2024-08-03,,237.0
X0033VQSKF,2024-08-03,6.0,372.0
X0033WPNNH,2024-08-03,1.0,1464.0
X0033WUSMN,2024-08-03,,23.0
X00345CTET,2024-08-03,1.0,44.0
X00345CV97,2024-08-03,,47.0
X00345I17N,2024-08-03,,1.0
X0034Y231T,2024-08-03,3.0,206.0
X0034Y233H,2024-08-03,,19.0
X0034YZ7T9,2024-08-03,,1.0
X003544519,2024-08-03,1.0,108.0
X0039U5GIZ,2024-08-03,,5.0
X0039VNZN7,2024-08-03,,5.0
X0039VP7A1,2024-08-03,,1.0
X0039VT0DL,2024-08-03,,14.0
X003CYQ9H5,2024-08-03,,207.0
X003CYX49B,2024-08-03,1.0,0.0
X003CYX4I7,2024-08-03,,6.0
X003CYX7YD,2024-08-03,2.0,46.0
X003CZ3U0N,2024-08-03,,35.0
X003CZT935,2024-08-03,2.0,248.0
X003D00CA3,2024-08-03,,6.0
X003D06K31,2024-08-03,,1.0
X003D06K45,2024-08-03,,1.0
X003D08K7F,2024-08-03,,24.0
X003D08K7P,2024-08-03,,10.0
X003D0IC1T,2024-08-03,,1.0
X003D0MYO5,2024-08-03,,1.0
X003D0T7YF,2024-08-03,,36.0
X003D13CWR,2024-08-03,,3.0
X003D17LO7,2024-08-03,,330.0
X003D186RX,2024-08-03,,158.0
X003D1879F,2024-08-03,,2.0
X003DTG4RJ,2024-08-03,,5.0
X003DTG4RT,2024-08-03,,38.0
X003DTKRJF,2024-08-03,,6.0
X003DTMYS7,2024-08-03,,19.0
X003DTMYSH,2024-08-03,,2.0
X003DTNF85,2024-08-03,,1.0
X003HFLN39,2024-08-03,,7.0
X003HG5MET,2024-08-03,,0.0
X003HG61WL,2024-08-03,,9.0
X003IVKM9X,2024-08-03,,1.0
X003K9F1FX,2024-08-03,,22.0
X003K9JHDP,2024-08-03,,13.0
X003U4SMOZ,2024-08-03,,84.0
X003U4SOZH,2024-08-03,,25.0
X003UMLL81,2024-08-03,,20.0
X003UMS7GP,2024-08-03,,2.0
X003UMSI55,2024-08-03,,30.0
X003UMUR2R,2024-08-03,,20.0
X003UMWUX1,2024-08-03,,1.0
X003UMX0SZ,2024-08-03,,58.0
X003UMZ9MZ,2024-08-03,,9.0
X003UN1PC7,2024-08-03,,20.0
X003UND9GH,2024-08-03,,1.0
X003UPEQFD,2024-08-03,,2.0
X003UPIT83,2024-08-03,,2.0
X003USHJTP,2024-08-03,,2.0
X003USK3TN,2024-08-03,,60.0
X003USK3TX,2024-08-03,,6.0
X003USKOSX,2024-08-03,,2.0
X003USKQI1,2024-08-03,,4.0
X003UT374P,2024-08-03,1.0,26.0
X003UTA0ZT,2024-08-03,,24.0
X003UUGOFX,2024-08-03,1.0,85.0
X003UUJ8PL,2024-08-03,2.0,208.0
X003UUJ8PV,2024-08-03,,11.0
X003UUJ8Q5,2024-08-03,,3.0
X003UUK9OP,2024-08-03,1.0,5.0
X003UUK9OZ,2024-08-03,2.0,465.0
X003UUK9P9,2024-08-03,,25.0
X003UUKCQF,2024-08-03,,18.0
X003UUPDV9,2024-08-03,,5.0
X003UWAYS9,2024-08-03,1.0,11.0
X003UWKGPP,2024-08-03,,18.0
X003UWKGPZ,2024-08-03,3.0,491.0
X003X5S4IZ,2024-08-03,,1.0
X003X9JRLT,2024-08-03,2.0,2.0
X003XR1NIB,2024-08-03,,1.0
X003XRFY63,2024-08-03,,16.0
X003XRIQBX,2024-08-03,,7.0
X003XY1BM7,2024-08-03,,20.0
X0040LPZ9H,2024-08-03,,128.0
X0040WNCKF,2024-08-03,,38.0
X0040WND2H,2024-08-03,,1.0
X0042MFK53,2024-08-03,,0.0
X0045U1JVB,2024-08-03,,35.0
X0045ULFUL,2024-08-03,,1.0
X0045X3SYT,2024-08-03,,35.0
X0045XB64D,2024-08-03,,13.0
X0045XBHE7,2024-08-03,,12.0
X0045XBIEB,2024-08-03,1.0,5.0
X0045XDPPB,2024-08-03,,12.0
X0045XGKV7,2024-08-03,,1.0
X00460KGG9,2024-08-03,,47.0
X00460MW07,2024-08-03,,48.0
X00460OWXR,2024-08-03,1.0,206.0
X004615GHH,2024-08-03,,5.0
X00461O8C1,2024-08-03,4.0,56.0
X00461VCOD,2024-08-03,,27.0
X004621TRH,2024-08-03,,14.0
X0046SHRIL,2024-08-03,,0.0
X00475UE0V,2024-08-03,,30.0
X00475VXDD,2024-08-03,,20.0
X00476H59X,2024-08-03,,7.0
X00476L5L7,2024-08-03,,6.0
X00476N4RF,2024-08-03,,6.0
X002QDWKDZ,2024-08-04,1.0,493.0
X002QDY6S7,2024-08-04,,318.0
X002R36WHJ,2024-08-04,,182.0
X002RFFNXB,2024-08-04,,16.0
X002RRW3HD,2024-08-04,12.0,675.0
X002XRLKTJ,2024-08-04,21.0,1.0
X002XS22DV,2024-08-04,,125.0
X002XS22HR,2024-08-04,2.0,218.0
X00308MQNJ,2024-08-04,2.0,117.0
X0032IPGMZ,2024-08-04,,1.0
X0032V66AD,2024-08-04,,7.0
X0032ZVYG5,2024-08-04,,14.0
X003349Z7F,2024-08-04,3.0,22.0
X00334B0T1,2024-08-04,2.0,32.0
X0033GGGYN,2024-08-04,,237.0
X0033VQSKF,2024-08-04,2.0,369.0
X0033WPNNH,2024-08-04,1.0,1463.0
X0033WUSMN,2024-08-04,,23.0
X00345CTET,2024-08-04,1.0,43.0
X00345CV97,2024-08-04,,47.0
X00345I17N,2024-08-04,,1.0
X0034Y231T,2024-08-04,1.0,213.0
X0034Y233H,2024-08-04,,19.0
X0034YZ7T9,2024-08-04,,1.0
X003544519,2024-08-04,2.0,104.0
X0039U5GIZ,2024-08-04,,5.0
X0039VNZN7,2024-08-04,,5.0
X0039VP7A1,2024-08-04,,1.0
X0039VT0DL,2024-08-04,,14.0
X003CYQ9H5,2024-08-04,2.0,204.0
X003CYX49B,2024-08-04,1.0,1.0
X003CYX4I7,2024-08-04,,6.0
X003CYX7YD,2024-08-04,1.0,45.0
X003CZ3U0N,2024-08-04,,35.0
X003CZT935,2024-08-04,2.0,247.0
X003D00CA3,2024-08-04,,6.0
X003D06K31,2024-08-04,,1.0
X003D06K45,2024-08-04,,1.0
X003D08K7F,2024-08-04,,24.0
X003D08K7P,2024-08-04,,10.0
X003D0IC1T,2024-08-04,,1.0
X003D0MYO5,2024-08-04,,1.0
X003D0T7YF,2024-08-04,,36.0
X003D13CWR,2024-08-04,,3.0
X003D17LO7,2024-08-04,1.0,329.0
X003D186RX,2024-08-04,,154.0
X003D1879F,2024-08-04,,2.0
X003DTG4RJ,2024-08-04,,5.0
X003DTG4RT,2024-08-04,,38.0
X003DTKRJF,2024-08-04,,6.0
X003DTMYS7,2024-08-04,,19.0
X003DTMYSH,2024-08-04,,2.0
X003DTNF85,2024-08-04,,1.0
X003HFLN39,2024-08-04,,7.0
X003HG61WL,2024-08-04,,9.0
X003IVKM9X,2024-08-04,,1.0
X003K9F1FX,2024-08-04,,22.0
X003K9JHDP,2024-08-04,,13.0
X003U4SMOZ,2024-08-04,,84.0
X003U4SOZH,2024-08-04,,25.0
X003UMLL81,2024-08-04,,20.0
X003UMS7GP,2024-08-04,,2.0
X003UMSI55,2024-08-04,1.0,29.0
X003UMUR2R,2024-08-04,,18.0
X003UMWUX1,2024-08-04,,1.0
X003UMX0SZ,2024-08-04,,58.0
X003UMZ9MZ,2024-08-04,,9.0
X003UN1PC7,2024-08-04,,20.0
X003UND9GH,2024-08-04,,1.0
X003UPEQFD,2024-08-04,,2.0
X003UPIT83,2024-08-04,,2.0
X003USHJTP,2024-08-04,,2.0
X003USK3TN,2024-08-04,,60.0
X003USK3TX,2024-08-04,,6.0
X003USKOSX,2024-08-04,,2.0
X003USKQI1,2024-08-04,,5.0
X003UT374P,2024-08-04,,26.0
X003UTA0ZT,2024-08-04,,24.0
X003UUGOFX,2024-08-04,1.0,84.0
X003UUJ8PL,2024-08-04,1.0,205.0
X003UUJ8PV,2024-08-04,,11.0
X003UUJ8Q5,2024-08-04,,3.0
X003UUK9OP,2024-08-04,,5.0
X003UUK9OZ,2024-08-04,1.0,463.0
X003UUK9P9,2024-08-04,,25.0
X003UUKCQF,2024-08-04,,18.0
X003UUPDV9,2024-08-04,,5.0
X003UWAYS9,2024-08-04,,11.0
X003UWKGPP,2024-08-04,1.0,17.0
X003UWKGPZ,2024-08-04,3.0,499.0
X003X5S4IZ,2024-08-04,,1.0
X003X9JRLT,2024-08-04,1.0,1.0
X003XR1NIB,2024-08-04,,1.0
X003XRFY63,2024-08-04,,16.0
X003XRIQBX,2024-08-04,,7.0
X003XY1BM7,2024-08-04,,20.0
X0040LPZ9H,2024-08-04,3.0,125.0
X0040WNCKF,2024-08-04,,38.0
X0040WND2H,2024-08-04,,1.0
X0045U1JVB,2024-08-04,1.0,34.0
X0045ULFUL,2024-08-04,,1.0
X0045X3SYT,2024-08-04,,35.0
X0045XB64D,2024-08-04,,13.0
X0045XBHE7,2024-08-04,,12.0
X0045XBIEB,2024-08-04,,5.0
X0045XDPPB,2024-08-04,,12.0
X0045XGKV7,2024-08-04,,1.0
X00460KGG9,2024-08-04,,47.0
X00460MW07,2024-08-04,,48.0
X00460OWXR,2024-08-04,,206.0
X004615GHH,2024-08-04,1.0,4.0
X00461O8C1,2024-08-04,4.0,52.0
X00461VCOD,2024-08-04,,27.0
X004621TRH,2024-08-04,,14.0
X00475UE0V,2024-08-04,,30.0
X00475VXDD,2024-08-04,,20.0
X00476H59X,2024-08-04,,7.0
X00476L5L7,2024-08-04,,6.0
X00476N4RF,2024-08-04,,6.0
X002QDWKDZ,2024-08-05,,493.0
X002QDY6S7,2024-08-05,,319.0
X002R36WHJ,2024-08-05,,182.0
X002RFFNXB,2024-08-05,,16.0
X002RRW3HD,2024-08-05,10.0,664.0
X002XRLKTJ,2024-08-05,16.0,1.0
X002XS22DV,2024-08-05,,125.0
X002XS22HR,2024-08-05,,218.0
X00308MQNJ,2024-08-05,2.0,115.0
X0032IPGMZ,2024-08-05,,1.0
X0032V66AD,2024-08-05,,7.0
X0032ZVYG5,2024-08-05,,14.0
X003349Z7F,2024-08-05,,22.0
X00334B0T1,2024-08-05,,32.0
X0033GGGYN,2024-08-05,,231.0
X0033VQSKF,2024-08-05,3.0,364.0
X0033WPNNH,2024-08-05,,1463.0
X0033WUSMN,2024-08-05,2.0,21.0
X00345CTET,2024-08-05,2.0,39.0
X00345CV97,2024-08-05,,47.0
X00345I17N,2024-08-05,,1.0
X0034Y231T,2024-08-05,10.0,207.0
X0034Y233H,2024-08-05,,19.0
X0034YZ7T9,2024-08-05,,1.0
X003544519,2024-08-05,7.0,98.0
X0039U5GIZ,2024-08-05,,5.0
X0039VNZN7,2024-08-05,,5.0
X0039VP7A1,2024-08-05,,1.0
X0039VT0DL,2024-08-05,,14.0
X003CYQ9H5,2024-08-05,1.0,204.0
X003CYX49B,2024-08-05,,2.0
X003CYX4I7,2024-08-05,,6.0
X003CYX7YD,2024-08-05,5.0,41.0
X003CZ3U0N,2024-08-05,1.0,34.0
X003CZT935,2024-08-05,16.0,231.0
X003D00CA3,2024-08-05,,6.0
X003D06K31,2024-08-05,1.0,0.0
X003D06K45,2024-08-05,,1.0
X003D08K7F,2024-08-05,,24.0
X003D08K7P,2024-08-05,,10.0
X003D0IC1T,2024-08-05,,1.0
X003D0MYO5,2024-08-05,,1.0
X003D0T7YF,2024-08-05,,36.0
X003D13CWR,2024-08-05,,3.0
X003D17LO7,2024-08-05,1.0,327.0
X003D186RX,2024-08-05,,154.0
X003D1879F,2024-08-05,,2.0
X003DTG4RJ,2024-08-05,,5.0
X003DTG4RT,2024-08-05,,38.0
X003DTKRJF,2024-08-05,,6.0
X003DTMYS7,2024-08-05,,19.0
X003DTMYSH,2024-08-05,,2.0
X003DTNF85,2024-08-05,,1.0
X003HFLN39,2024-08-05,,7.0
X003HG61WL,2024-08-05,,9.0
X003IVKM9X,2024-08-05,,1.0
X003K9F1FX,2024-08-05,4.0,18.0
X003K9JHDP,2024-08-05,,13.0
X003U4SMOZ,2024-08-05,,84.0
X003U4SOZH,2024-08-05,,25.0
X003UMLL81,2024-08-05,,20.0
X003UMS7GP,2024-08-05,,2.0
X003UMSI55,2024-08-05,,29.0
X003UMUR2R,2024-08-05,,16.0
X003UMWUX1,2024-08-05,,1.0
X003UMX0SZ,2024-08-05,,58.0
X003UMZ9MZ,2024-08-05,,9.0
X003UN1PC7,2024-08-05,,20.0
X003UND9GH,2024-08-05,,1.0
X003UPEQFD,2024-08-05,,2.0
X003UPIT83,2024-08-05,,2.0
X003USHJTP,2024-08-05,,2.0
X003USK3TN,2024-08-05,,60.0
X003USK3TX,2024-08-05,,6.0
X003USKOSX,2024-08-05,,2.0
X003USKQI1,2024-08-05,,6.0
X003UT374P,2024-08-05,,26.0
X003UTA0ZT,2024-08-05,,24.0
X003UUGOFX,2024-08-05,,84.0
X003UUJ8PL,2024-08-05,4.0,4.0
X003UUJ8PV,2024-08-05,,11.0
X003UUJ8Q5,2024-08-05,,3.0
X003UUK9OP,2024-08-05,,5.0
X003UUK9OZ,2024-08-05,3.0,461.0
X003UUK9P9,2024-08-05,1.0,24.0
X003UUKCQF,2024-08-05,1.0,17.0
X003UUPDV9,2024-08-05,,5.0
X003UWAYS9,2024-08-05,,11.0
X003UWKGPP,2024-08-05,,16.0
X003UWKGPZ,2024-08-05,5.0,495.0
X003X5S4IZ,2024-08-05,,1.0
X003X9JRLT,2024-08-05,,1.0
X003XR1NIB,2024-08-05,,1.0
X003XRFY63,2024-08-05,,16.0
X003XRIQBX,2024-08-05,,7.0
X003XY1BM7,2024-08-05,,20.0
X0040LPZ9H,2024-08-05,1.0,124.0
X0040WNCKF,2024-08-05,,38.0
X0040WND2H,2024-08-05,,1.0
X0045U1JVB,2024-08-05,,45.0
X0045ULFUL,2024-08-05,,1.0
X0045X3SYT,2024-08-05,,35.0
X0045XB64D,2024-08-05,,12.0
X0045XBHE7,2024-08-05,,12.0
X0045XBIEB,2024-08-05,,5.0
X0045XDPPB,2024-08-05,,12.0
X0045XGKV7,2024-08-05,,3.0
X00460KGG9,2024-08-05,,47.0
X00460MW07,2024-08-05,,48.0
X00460OWXR,2024-08-05,,206.0
X004615GHH,2024-08-05,,4.0
X00461O8C1,2024-08-05,2.0,50.0
X00461VCOD,2024-08-05,,27.0
X004621TRH,2024-08-05,,14.0
X00475UE0V,2024-08-05,,30.0
X00475VXDD,2024-08-05,1.0,19.0
X00476H59X,2024-08-05,,6.0
X00476L5L7,2024-08-05,,6.0
X00476N4RF,2024-08-05,,6.0
X002QDWKDZ,2024-08-06,,492.0
X002QDY6S7,2024-08-06,3.0,316.0
X002R36WHJ,2024-08-06,,182.0
X002RFFNXB,2024-08-06,,16.0
X002RRW3HD,2024-08-06,10.0,655.0
X002XRLKTJ,2024-08-06,25.0,1.0
X002XS22DV,2024-08-06,1.0,124.0
X002XS22HR,2024-08-06,1.0,216.0
X00308MQNJ,2024-08-06,1.0,118.0
X0032IPGMZ,2024-08-06,,1.0
X0032V66AD,2024-08-06,2.0,5.0
X0032ZVYG5,2024-08-06,,14.0
X003349Z7F,2024-08-06,1.0,21.0
X00334B0T1,2024-08-06,,32.0
X0033GGGYN,2024-08-06,,231.0
X0033VQSKF,2024-08-06,3.0,363.0
X0033WPNNH,2024-08-06,,1462.0
X0033WUSMN,2024-08-06,,21.0
X00345CTET,2024-08-06,1.0,40.0
X00345CV97,2024-08-06,,47.0
X00345I17N,2024-08-06,,1.0
X0034Y231T,2024-08-06,14.0,191.0
X0034Y233H,2024-08-06,,19.0
X0034YZ7T9,2024-08-06,,1.0
X003544519,2024-08-06,3.0,95.0
X0039U5GIZ,2024-08-06,,5.0
X0039VNZN7,2024-08-06,,5.0
X0039VP7A1,2024-08-06,,1.0
X0039VT0DL,2024-08-06,,14.0
X003CYQ9H5,2024-08-06,3.0,201.0
X003CYX49B,2024-08-06,3.0,0.0
X003CYX4I7,2024-08-06,1.0,5.0
X003CYX7YD,2024-08-06,2.0,39.0
X003CZ3U0N,2024-08-06,2.0,33.0
X003CZT935,2024-08-06,4.0,226.0
X003D00CA3,2024-08-06,,6.0
X003D06K45,2024-08-06,,1.0
X003D08K7F,2024-08-06,,24.0
X003D08K7P,2024-08-06,,10.0
X003D0IC1T,2024-08-06,,1.0
X003D0MYO5,2024-08-06,,1.0
X003D0T7YF,2024-08-06,,36.0
X003D13CWR,2024-08-06,,3.0
X003D17LO7,2024-08-06,,327.0
X003D186RX,2024-08-06,,155.0
X003D1879F,2024-08-06,,2.0
X003DTG4RJ,2024-08-06,,5.0
X003DTG4RT,2024-08-06,,38.0
X003DTKRJF,2024-08-06,,6.0
X003DTMYS7,2024-08-06,,19.0
X003DTMYSH,2024-08-06,,2.0
X003DTNF85,2024-08-06,,1.0
X003HFLN39,2024-08-06,,7.0
X003HG61WL,2024-08-06,,9.0
X003IVKM9X,2024-08-06,,1.0
X003K9F1FX,2024-08-06,,18.0
X003K9JHDP,2024-08-06,,13.0
X003U4SMOZ,2024-08-06,,84.0
X003U4SOZH,2024-08-06,,25.0
X003UMLL81,2024-08-06,,20.0
X003UMS7GP,2024-08-06,,2.0
X003UMSI55,2024-08-06,,29.0
X003UMUR2R,2024-08-06,1.0,11.0
X003UMWUX1,2024-08-06,,1.0
X003UMX0SZ,2024-08-06,,58.0
X003UMZ9MZ,2024-08-06,,9.0
X003UN1PC7,2024-08-06,,20.0
X003UND9GH,2024-08-06,,1.0
X003UPEQFD,2024-08-06,,2.0
X003UPIT83,2024-08-06,,2.0
X003USHJTP,2024-08-06,,2.0
X003USK3TN,2024-08-06,,60.0
X003USK3TX,2024-08-06,,6.0
X003USKOSX,2024-08-06,,2.0
X003USKQI1,2024-08-06,,6.0
X003UT374P,2024-08-06,,26.0
X003UTA0ZT,2024-08-06,,24.0
X003UUGOFX,2024-08-06,4.0,80.0
X003UUJ8PL,2024-08-06,6.0,4.0
X003UUJ8PV,2024-08-06,,11.0
X003UUJ8Q5,2024-08-06,,3.0
X003UUK9OP,2024-08-06,,5.0
X003UUK9OZ,2024-08-06,2.0,459.0
X003UUK9P9,2024-08-06,,24.0
X003UUKCQF,2024-08-06,,17.0
X003UUPDV9,2024-08-06,,5.0
X003UWAYS9,2024-08-06,,11.0
X003UWKGPP,2024-08-06,,17.0
X003UWKGPZ,2024-08-06,8.0,487.0
X003X5S4IZ,2024-08-06,2.0,1.0
X003X9JRLT,2024-08-06,,1.0
X003XR1NIB,2024-08-06,,1.0
X003XRFY63,2024-08-06,,16.0
X003XRIQBX,2024-08-06,,7.0
X003XY1BM7,2024-08-06,,20.0
X0040LPZ9H,2024-08-06,1.0,123.0
X0040WNCKF,2024-08-06,,38.0
X0040WND2H,2024-08-06,,1.0
X0045U1JVB,2024-08-06,,45.0
X0045ULFUL,2024-08-06,,1.0
X0045X3SYT,2024-08-06,,35.0
X0045XB64D,2024-08-06,,12.0
X0045XBHE7,2024-08-06,,12.0
X0045XBIEB,2024-08-06,,5.0
X0045XDPPB,2024-08-06,,12.0
X0045XGKV7,2024-08-06,,3.0
X00460KGG9,2024-08-06,,47.0
X00460MW07,2024-08-06,1.0,47.0
X00460OWXR,2024-08-06,,203.0
X004615GHH,2024-08-06,,4.0
X00461O8C1,2024-08-06,,50.0
X00461VCOD,2024-08-06,,27.0
X004621TRH,2024-08-06,,14.0
X00475UE0V,2024-08-06,,30.0
X00475VXDD,2024-08-06,1.0,18.0
X00476H59X,2024-08-06,,6.0
X00476L5L7,2024-08-06,,6.0
X00476N4RF,2024-08-06,,6.0
X002QDWKDZ,2024-08-07,3.0,489.0
X002QDY6S7,2024-08-07,2.0,314.0
X002R36WHJ,2024-08-07,,182.0
X002RFFNXB,2024-08-07,,16.0
X002RRW3HD,2024-08-07,10.0,641.0
X002XRLKTJ,2024-08-07,10.0,1.0
X002XS22DV,2024-08-07,,124.0
X002XS22HR,2024-08-07,1.0,215.0
X00308MQNJ,2024-08-07,,118.0
X0032IPGMZ,2024-08-07,,1.0
X0032V66AD,2024-08-07,3.0,2.0
X0032ZVYG5,2024-08-07,,24.0
X003349Z7F,2024-08-07,1.0,20.0
X00334B0T1,2024-08-07,2.0,30.0
X0033GGGYN,2024-08-07,,229.0
X0033VQSKF,2024-08-07,6.0,359.0
X0033WPNNH,2024-08-07,1.0,1462.0
X0033WUSMN,2024-08-07,,21.0
X00345CTET,2024-08-07,,40.0
X00345CV97,2024-08-07,,47.0
X00345I17N,2024-08-07,,1.0
X0034Y231T,2024-08-07,,174.0
X0034Y233H,2024-08-07,,19.0
X0034YZ7T9,2024-08-07,,1.0
X003544519,2024-08-07,7.0,88.0
X0039U5GIZ,2024-08-07,,5.0
X0039VNZN7,2024-08-07,,5.0
X0039VP7A1,2024-08-07,,1.0
X0039VT0DL,2024-08-07,,14.0
X003CYQ9H5,2024-08-07,2.0,197.0
X003CYX4I7,2024-08-07,1.0,2.0
X003CYX7YD,2024-08-07,11.0,28.0
X003CZ3U0N,2024-08-07,,33.0
X003CZT935,2024-08-07,8.0,217.0
X003D00CA3,2024-08-07,,6.0
X003D06K45,2024-08-07,,1.0
X003D08K7F,2024-08-07,,24.0
X003D08K7P,2024-08-07,,10.0
X003D0IC1T,2024-08-07,,1.0
X003D0MYO5,2024-08-07,,1.0
X003D0T7YF,2024-08-07,,36.0
X003D13CWR,2024-08-07,,3.0
X003D17LO7,2024-08-07,1.0,326.0
X003D186RX,2024-08-07,,154.0
X003D1879F,2024-08-07,,2.0
X003DTG4RJ,2024-08-07,,5.0
X003DTG4RT,2024-08-07,,38.0
X003DTKRJF,2024-08-07,,6.0
X003DTMYS7,2024-08-07,,19.0
X003DTMYSH,2024-08-07,,2.0
X003DTNF85,2024-08-07,,1.0
X003HFLN39,2024-08-07,,7.0
X003HG61WL,2024-08-07,,9.0
X003IVKM9X,2024-08-07,,1.0
X003K9F1FX,2024-08-07,5.0,11.0
X003K9JHDP,2024-08-07,,13.0
X003U4SMOZ,2024-08-07,,84.0
X003U4SOZH,2024-08-07,,25.0
X003UMLL81,2024-08-07,,20.0
X003UMS7GP,2024-08-07,,2.0
X003UMSI55,2024-08-07,1.0,28.0
X003UMUR2R,2024-08-07,,7.0
X003UMWUX1,2024-08-07,,1.0
X003UMX0SZ,2024-08-07,,58.0
X003UMZ9MZ,2024-08-07,,9.0
X003UN1PC7,2024-08-07,,20.0
X003UND9GH,2024-08-07,,1.0
X003UPEQFD,2024-08-07,,2.0
X003UPIT83,2024-08-07,,2.0
X003USHJTP,2024-08-07,,2.0
X003USK3TN,2024-08-07,,60.0
X003USK3TX,2024-08-07,,6.0
X003USKOSX,2024-08-07,,1.0
X003USKQI1,2024-08-07,,6.0
X003UT374P,2024-08-07,1.0,25.0
X003UTA0ZT,2024-08-07,,24.0
X003UUGOFX,2024-08-07,1.0,79.0
X003UUJ8PL,2024-08-07,7.0,4.0
X003UUJ8PV,2024-08-07,,11.0
X003UUJ8Q5,2024-08-07,,3.0
X003UUK9OP,2024-08-07,,5.0
X003UUK9OZ,2024-08-07,1.0,456.0
X003UUK9P9,2024-08-07,,24.0
X003UUKCQF,2024-08-07,,17.0
X003UUPDV9,2024-08-07,,5.0
X003UWAYS9,2024-08-07,,11.0
X003UWKGPP,2024-08-07,,17.0
X003UWKGPZ,2024-08-07,2.0,484.0
X003X5S4IZ,2024-08-07,,1.0
X003X9JRLT,2024-08-07,1.0,0.0
X003XR1NIB,2024-08-07,,1.0
X003XRFY63,2024-08-07,,16.0
X003XRIQBX,2024-08-07,,7.0
X003XY1BM7,2024-08-07,,20.0
X0040LPZ9H,2024-08-07,1.0,122.0
X0040WNCKF,2024-08-07,,38.0
X0040WND2H,2024-08-07,,1.0
X0045U1JVB,2024-08-07,,45.0
X0045ULFUL,2024-08-07,,0.0
X0045X3SYT,2024-08-07,,35.0
X0045XB64D,2024-08-07,,12.0
X0045XBHE7,2024-08-07,,12.0
X0045XBIEB,2024-08-07,,5.0
X0045XDPPB,2024-08-07,,12.0
X0045XGKV7,2024-08-07,,3.0
X00460KGG9,2024-08-07,,47.0
X00460MW07,2024-08-07,1.0,46.0
X00460OWXR,2024-08-07,1.0,202.0
X004615GHH,2024-08-07,,4.0
X00461O8C1,2024-08-07,,50.0
X00461VCOD,2024-08-07,,27.0
X004621TRH,2024-08-07,,14.0
X00475UE0V,2024-08-07,,30.0
X00475VXDD,2024-08-07,,18.0
X00476H59X,2024-08-07,,6.0
X00476L5L7,2024-08-07,,6.0
X00476N4RF,2024-08-07,,6.0
X002QDWKDZ,2024-08-08,,487.0
X002QDY6S7,2024-08-08,,313.0
X002R36WHJ,2024-08-08,,182.0
X002RFFNXB,2024-08-08,,16.0
X002RRW3HD,2024-08-08,17.0,627.0
X002XRLKTJ,2024-08-08,14.0,1.0
X002XS22DV,2024-08-08,,124.0
X002XS22HR,2024-08-08,4.0,211.0
X00308MQNJ,2024-08-08,,118.0
X0032IPGMZ,2024-08-08,,1.0
X0032V66AD,2024-08-08,,2.0
X0032ZVYG5,2024-08-08,,24.0
X003349Z7F,2024-08-08,2.0,18.0
X00334B0T1,2024-08-08,,30.0
X0033GGGYN,2024-08-08,,227.0
X0033VQSKF,2024-08-08,1.0,356.0
X0033WPNNH,2024-08-08,,1462.0
X0033WUSMN,2024-08-08,1.0,20.0
X00345CTET,2024-08-08,3.0,38.0
X00345CV97,2024-08-08,,47.0
X00345I17N,2024-08-08,,1.0
X0034Y231T,2024-08-08,12.0,163.0
X0034Y233H,2024-08-08,1.0,18.0
X0034YZ7T9,2024-08-08,,1.0
X003544519,2024-08-08,12.0,76.0
X0039U5GIZ,2024-08-08,,5.0
X0039VNZN7,2024-08-08,,5.0
X0039VP7A1,2024-08-08,,1.0
X0039VT0DL,2024-08-08,,14.0
X003CYQ9H5,2024-08-08,2.0,196.0
X003CYX4I7,2024-08-08,,1.0
X003CYX7YD,2024-08-08,2.0,26.0
X003CZ3U0N,2024-08-08,,33.0
X003CZT935,2024-08-08,6.0,211.0
